SID,Ticker,Exchange,Name,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
9405,BLES,PCX,Inspire Global Hope ETF,34.000,0.000,0.000,33.941,34.110,83878,34.000,33.690,18.070,35.110,33.917,NULL,30.380,20703,46150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9406,BLFS,NCM,"BioLife Solutions, Inc.",40.200,0.000,0.000,39.230,41.210,223542,40.200,39.590,7.370,47.220,41.427,NULL,30.462,332935,277916,United States,Healthcare,Medical Instruments & Supplies,NULL,0.000,0.187,21133650,701354,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9407,BLHY,PCX,Virtus Newfleet Dynamic Credit ETF,24.380,24.560,24.430,24.495,24.495,90,24.380,24.455,20.474,24.600,24.304,NULL,23.722,479,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9408,BLI,NMS,"Berkeley Lights, Inc.",72.710,0.000,0.000,72.500,79.220,1542844,72.710,71.860,50.260,113.530,86.687,NULL,75.820,618195,1331450,United States,Healthcare,Biotechnology,NULL,0.000,-0.556,39656188,2622695,1607990400,210,NULL,NULL,-35461000.00,64368600,3.740,us_market,"Berkeley Lights, Inc., a digital cell biology company that focuses on enabling and accelerating the rapid development and commercialization of biotherapeutics and other cell-based products. It offers an integrated platform, which comprise of proprietary consumables, including OptoSelect chips and reagent kits, automation systems, and application and workflow software. The company was incorporated in 2011 and is based in Emeryville, California."
9409,BLIN,NCM,"Bridgeline Digital, Inc.",3.680,0.000,0.000,3.530,4.400,743342,3.680,3.580,0.530,4.400,2.943,NULL,2.404,270695,253916,United States,Technology,Software—Infrastructure,NULL,0.000,0.030,4360011,114640,1607990400,39,0.9850,0.54,-2094000.00,4420170,0.460,us_market,"Bridgeline Digital, Inc. operates as a digital engagement company in the United States. The company's Bridgeline's Unbound platform enables companies and developers to create websites, web applications, and online stores. It offers Bridgeline Unbound Experience Manager, a marketing automation engine and content management system; Bridgeline Unbound Content Manager that enables non-technical users to create, edit, and publish content via a browser-based interface; and Bridgeline Unbound Commerce, an online B2B and B2C commerce solution that allows users to manage domestic and international commerce initiatives. The company also provides Bridgeline Unbound Marketing, an online marketing management solution that helps marketers drive to their sites through personalized and targeted marketing automation flows; and Bridgeline Unbound Insights to manage, measure, and optimize web properties by recording detailed events and mining data for statistical analysis. In addition, it offers Bridgeline Unbound Social, a social media management solution that empowers customers to set up customized watch lists; and Bridgeline Unbound Franchises, a web content management and e-commerce platform to multi-unit organizations and franchises. Further, the company provides digital strategy, web design and development, usability engineering, information architecture, and search engine optimization services; application monitoring, emergency response, version control, load balancing, managed firewall security, and virus protection services; and shared, dedicated, and Software as a Service hosting services. Further, it offers OrchestraCMS by Bridgeline and Celebros Search by Bridgeline digital solutions. It serves vertical markets, such as financial services, retail brand names, health services and life sciences, technology, credit unions and regional banks, and associations and foundations through its direct sales force. The company was formerly known as Bridgeline Software, Inc. Bridgeline Digital, Inc. was founded in 2000 and is based in Burlington, Massachusetts."
9410,BLK,NYQ,"BlackRock, Inc.",719.370,0.000,0.000,719.370,733.315,870683,719.370,713.170,323.980,788.000,722.044,NULL,638.952,655748,807550,United States,Financial Services,Asset Management,NULL,0.456,0.304,150638427,1845352,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9411,BLKB,NMS,"Blackbaud, Inc.",67.180,67.910,67.280,65.678,67.705,466441,67.180,66.730,38.220,83.700,61.304,NULL,58.703,359204,425266,United States,Technology,Software—Application,NULL,0.511,0.025,47526798,2561610,1607990400,3611,9.1530,0.07,22662000.00,49568400,6.680,us_market,"Blackbaud, Inc. provides cloud software solutions to nonprofits, foundations, companies, education institutions, healthcare organizations, and individual change agents in the United States and internationally. The company offers fundraising and relationship management solutions and services, including Blackbaud Raiser's Edge NXT, Blackbaud CRM, Blackbaud eTapestry, Blackbaud TeamRaiser, everydayhero, Blackbaud Peer-to-Peer Fundraising, and Blackbaud Guided Fundraising and Blackbaud Volunteer Network Fundraising; and marketing and engagement solutions, such as Blackbaud Luminate Online, Blackbaud Online Express, Blackbaud Attentive.ly, and Blackbaud School Website System. It also provides Blackbaud Financial Edge NXT, Blackbaud Tuition Management, and Blackbaud Financial Aid Management Aid financial management solutions and services; and Blackbaud Grantmaking and Blackbaud Award Management grant and award management solutions. In addition, the company offers organizational and program management solutions and services comprising Blackbaud Student Information System, Blackbaud Learning Management System, Blackbaud Enrollment Management System, Blackbaud Altru, and Blackbaud Church Management; and YourCause social responsibility solutions. Further, it provides Blackbaud Merchant Services and Blackbaud Purchase Cards payment services; and Blackbaud's Intelligence for Good solutions, as well as donor acquisition, prospect research, data enrichment, and benchmarking and performance management solutions and services. Additionally, the company offers customer support and maintenance, professional and managed, and training services. It sells its solutions and related services through its direct sales force. The company was founded in 1981 and is headquartered in Charleston, South Carolina."
9412,BLL,NYQ,Ball Corporation,90.120,0.000,0.000,90.090,91.640,1059904,90.120,89.420,51.260,102.760,90.779,NULL,86.517,1746387,1876350,United States,Consumer Cyclical,Packaging & Containers,NULL,0.387,0.045,324792446,7956239,1607990400,18300,8.8260,1.62,518000000.00,326567008,5.120,us_market,"Ball Corporation supplies aluminum packaging products to the beverage, personal care, automotive, paint, healthcare, and household products industries. It operates in four segments: Beverage Packaging, North and Central America; Beverage Packaging, South America; Beverage Packaging, Europe; and Aerospace. The company manufactures and sells aluminum beverage containers to fillers of carbonated soft drinks, beer, energy drinks, and other beverages. It also develops spacecraft, sensors and instruments, radio frequency systems, and other technologies and products for the civil, commercial, and national security aerospace markets, as well as offers defense hardware, antenna and video tactical solutions, civil and operational space hardware, and systems engineering services. In addition, the company designs, manufactures, and tests satellites, remote sensors, and ground station control hardware and software; and provides launch vehicle integration and satellite operational services. Further, it provides target identification, warning, and attitude control systems and components; cryogenic systems and associated sensor cooling devices; star trackers; and fast-steering mirrors to the government agencies and prime contractors. Additionally, the company manufactures and sells aerosol containers, extruded aluminum aerosol containers, and aluminum slugs. The company was founded in 1880 and is headquartered in Westminster, Colorado."
9413,BLMN,NMS,"Bloomin' Brands, Inc.",21.980,0.000,0.000,21.630,22.220,1654471,21.980,21.510,4.540,23.650,20.115,NULL,16.251,1957901,2004733,United States,Consumer Cyclical,Restaurants,NULL,NULL,-0.034,79009970,13092846,1607990400,94000,0.0590,NULL,-119996000.00,87574496,6.920,us_market,"Bloomin' Brands, Inc., through its subsidiaries, owns and operates casual, upscale casual, and fine dining restaurants in the United States and internationally. Its restaurant portfolio has four concepts, including Outback Steakhouse, a casual steakhouse restaurant; Carrabba's Italian Grill, a casual Italian restaurant; Bonefish Grill, an upscale casual seafood restaurant; and Fleming's Prime Steakhouse & Wine Bar, a contemporary steakhouse. As of December 29, 2019, the company owned and operated 1,045 restaurants and franchised 173 restaurants across 48 states; and owned and operated 128 restaurants and franchised 127 restaurants across 21 countries, Puerto Rico, and Guam. Bloomin' Brands, Inc. was incorporated in 2006 and is based in Tampa, Florida."
9414,BLNK,NCM,Blink Charging Co.,48.760,0.000,0.000,43.800,50.400,18943177,48.760,47.900,1.250,64.500,44.541,NULL,19.510,14388901,14240283,United States,Consumer Cyclical,Specialty Retail,NULL,0.000,-2.858,27616358,8797468,1607990400,63,0.5110,NULL,-12799626.00,41610000,0.530,us_market,"Blink Charging Co., through its subsidiaries, owns, operates, and provides electric vehicle (EV) charging equipment and networked EV charging services in the United States. The company offers residential and commercial EV charging equipment that enable EV drivers to recharge at various location types. It also provides Blink Network, a cloud-based system that operates, maintains, and tracks various Blink charging stations and associated charging data, as well as provides property owners, managers, and parking companies with cloud-based services that enable the remote monitoring and management of EV charging stations and payment processing; and provides EV drivers with station information, including station location, availability, and applicable fees. In addition, the company provides EV charging hardware, site recommendations, and maintenance services. It has strategic partnerships across transit/destination locations, including airports, auto dealers, healthcare/medicals, hotels, mixed-use, municipal locations, multifamily residential and condos, parks and recreation areas, parking lots, religious institutions, restaurants, retailers, schools and universities, stadiums, supermarkets, transportation hubs, and workplace locations. The company offers its services through field sales force and reseller partners, as well as sells home unit chargers through various internet channels. As of December 31, 2019, it had approximately 14,778 EV charging stations. The company was formerly known as Car Charging Group, Inc. and changed its name to Blink Charging Co. in August 2017. Blink Charging Co. was founded in 2009 and is headquartered in Miami Beach, Florida."
9415,BLOK,PCX,Amplify Transformational Data Sharing ETF,40.010,0.000,0.000,39.750,41.130,582751,40.010,39.290,13.036,41.910,36.662,NULL,28.185,394064,472766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9416,BLPH,NCM,"Bellerophon Therapeutics, Inc.",7.220,0.000,0.000,7.020,7.220,28384,7.220,7.190,3.186,26.000,7.312,NULL,9.334,76929,84150,United States,Healthcare,Biotechnology,NULL,0.000,0.000,6586328,252527,1607990400,18,4.8300,NULL,-20803000.00,9497780,3.360,us_market,"Bellerophon Therapeutics, Inc., a clinical-stage therapeutics company, focuses on the development of products for the treatment of cardiopulmonary diseases in the United States. Its products include INOpulse, a proprietary pulsatile nitric oxide delivery platform for the treatment of pulmonary hypertension. The company engages in the development of INOpulse that is in Phase 2 clinical trial for the treatment of pulmonary hypertension associated with interstitial lung disease; that has completed Phase 2a clinical trial for pulmonary hypertension associated with chronic obstructive pulmonary disease; and that is in Phase II dose escalation stage for pulmonary hypertension associated with sarcoidosis, as well as for chronic thromboembolic pulmonary hypertension, pulmonary hypertension associated with pulmonary edema from high altitude sickness, and COVID-19 patients. The company was formerly known as Ikaria Development LLC and changed its name to Bellerophon Therapeutics, Inc. in January 2014. Bellerophon Therapeutics, Inc. was founded in 2009 and is headquartered in Warren, New Jersey."
